,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
75,0.12,0.009,0.634,0.582,0.14,0.122,0.087,0.707,0.342,0.002,0.027,0.38,0.064,0.487,0.046,0.248,0.0,0.023,0.123,0.026,0.054,0.124,0.435,0.016,0.383,0.004,0.262,0.018,0.285,0.194,0.001,0.021,0.113,0.0,0.0,0.021,0.123,0.0,0.441,0.13,0.111,0.346,0.013,0.001,0.109,0.598,0.002,0.098,0.258,0.2,0.04,0.096,0.007,0.544,0.0,0.677,0.003,0.706,0.326,0.003,0.013,0.003,0.123,0.188,0.001,0.017,0.177,0.16,1.0,0.04,0.304,0.049,0.123,0.003,0.582,1.0,0.377,0.714,0.164,0.033,0.031,0.678,0.248,0.026,0.0,0.583,0.0,0.13,0.28,0.033
76,0.385,0.021,0.233,0.273,0.225,0.253,0.111,0.157,0.496,0.0,0.053,1.0,0.073,0.481,0.08,0.073,0.0,0.033,0.232,0.071,0.065,0.398,0.311,0.002,1.0,0.008,0.389,0.089,0.514,0.234,0.02,0.091,0.154,0.006,0.009,0.047,0.155,0.002,0.309,0.467,0.291,0.448,0.059,0.029,0.199,0.413,0.001,0.08,0.094,0.167,0.125,0.228,0.017,0.364,0.007,0.297,0.003,0.52,0.185,0.019,0.012,0.027,0.16,0.202,0.028,0.027,0.433,0.156,0.349,0.137,0.129,0.099,0.171,0.003,0.423,0.377,1.0,0.553,0.478,0.029,0.123,0.37,0.265,0.111,0.002,0.336,0.025,0.249,0.075,0.001
77,0.295,0.005,0.437,0.454,0.325,0.274,0.133,0.329,0.371,0.01,0.074,0.526,0.09,0.616,0.21,0.097,0.0,0.027,0.286,0.036,0.104,0.296,0.413,0.007,0.525,0.005,0.18,0.039,0.47,0.291,0.034,0.042,0.254,0.0,0.01,0.022,0.294,0.001,0.4,0.298,0.173,0.387,0.066,0.003,0.307,0.631,0.004,0.078,0.15,0.319,0.095,0.324,0.032,0.474,0.009,0.436,0.002,0.842,0.275,0.006,0.016,0.019,0.266,0.262,0.006,0.042,0.289,0.256,0.726,0.096,0.21,0.218,0.228,0.006,0.605,0.714,0.553,1.0,0.298,0.06,0.123,0.522,0.496,0.13,0.003,0.433,0.005,0.322,0.122,0.004
78,0.495,0.012,0.073,0.079,0.523,0.575,0.414,0.048,0.08,0.01,0.158,0.436,0.116,0.659,0.025,0.008,0.022,0.034,0.622,0.019,0.125,0.491,0.081,0.0,0.436,0.0,0.105,0.089,0.205,0.289,0.063,0.107,0.292,0.001,0.024,0.05,0.317,0.017,0.067,0.434,0.634,0.074,0.053,0.021,0.369,0.156,0.013,0.195,0.01,0.411,0.352,0.068,0.014,0.203,0.036,0.094,0.012,0.289,0.013,0.04,0.02,0.015,0.31,0.299,0.012,0.041,1.0,0.187,0.191,0.321,0.044,0.037,0.44,0.0,0.169,0.164,0.478,0.298,1.0,0.042,0.294,0.065,0.263,0.237,0.003,0.117,0.003,0.519,0.029,0.002
79,0.045,0.161,0.033,0.004,0.127,0.111,0.122,0.024,0.047,0.492,0.035,0.032,0.52,0.073,0.006,0.0,0.0,0.641,0.123,0.351,0.551,0.043,0.032,0.013,0.039,0.217,0.004,0.204,0.161,0.077,0.314,0.181,0.164,0.271,0.295,0.432,0.184,0.296,0.021,0.132,0.131,0.055,0.269,0.209,0.208,0.116,0.477,0.029,0.004,0.053,0.357,0.135,0.735,0.024,0.322,0.029,0.515,0.059,0.049,0.293,0.779,0.322,0.181,0.083,0.362,0.761,0.054,0.0,0.05,0.356,0.007,0.005,0.102,0.232,0.119,0.033,0.029,0.06,0.042,1.0,0.091,0.015,0.05,0.241,0.11,0.042,0.001,0.149,0.0,0.012
80,0.33,0.025,0.037,0.001,0.497,0.437,0.38,0.004,0.015,0.068,0.441,0.105,0.225,0.356,0.027,0.001,0.042,0.017,0.444,0.129,0.24,0.324,0.057,0.005,0.099,0.015,0.0,0.12,0.188,0.565,0.215,0.126,0.777,0.002,0.19,0.066,0.733,0.113,0.048,0.176,0.21,0.012,0.334,0.0,0.556,0.141,0.077,0.134,0.008,0.331,0.307,0.119,0.024,0.066,0.192,0.02,0.066,0.117,0.016,0.147,0.049,0.089,0.758,0.532,0.006,0.089,0.312,0.163,0.038,0.291,0.005,0.023,0.478,0.013,0.155,0.031,0.123,0.123,0.294,0.091,1.0,0.022,0.132,0.497,0.005,0.044,0.034,0.517,0.004,0.004
81,0.045,0.005,0.779,0.57,0.056,0.065,0.03,0.543,0.315,0.0,0.028,0.307,0.018,0.347,0.073,0.49,0.001,0.004,0.043,0.026,0.02,0.07,0.594,0.015,0.32,0.002,0.22,0.006,0.241,0.208,0.003,0.016,0.069,0.0,0.001,0.008,0.074,0.002,0.596,0.072,0.033,0.301,0.014,0.0,0.032,0.591,0.0,0.041,0.361,0.096,0.011,0.093,0.003,0.374,0.001,0.487,0.0,0.621,0.471,0.005,0.002,0.003,0.067,0.195,0.0,0.004,0.069,0.119,0.648,0.016,0.288,0.057,0.025,0.001,0.6,0.678,0.37,0.522,0.065,0.015,0.022,1.0,0.166,0.006,0.0,0.623,0.001,0.036,0.369,0.01
82,0.136,0.007,0.119,0.323,0.234,0.19,0.104,0.165,0.143,0.015,0.061,0.247,0.086,0.387,0.115,0.019,0.0,0.02,0.166,0.055,0.08,0.121,0.203,0.007,0.232,0.014,0.077,0.033,0.325,0.259,0.048,0.021,0.309,0.0,0.051,0.016,0.296,0.03,0.147,0.251,0.079,0.153,0.046,0.0,0.21,0.253,0.017,0.02,0.085,0.226,0.054,0.18,0.017,0.234,0.032,0.229,0.019,0.449,0.133,0.056,0.011,0.03,0.294,0.242,0.009,0.027,0.274,0.189,0.267,0.045,0.151,0.12,0.21,0.013,0.28,0.248,0.265,0.496,0.263,0.05,0.132,0.166,1.0,0.128,0.006,0.257,0.0,0.262,0.047,0.014
83,0.14,0.059,0.004,0.003,0.625,0.622,0.559,0.003,0.013,0.241,0.327,0.086,0.468,0.297,0.03,0.005,0.014,0.173,0.648,0.231,0.438,0.127,0.006,0.007,0.093,0.088,0.003,0.13,0.151,0.308,0.661,0.125,0.623,0.015,0.337,0.172,0.653,0.296,0.006,0.184,0.311,0.013,0.435,0.011,0.466,0.087,0.222,0.128,0.029,0.277,0.441,0.119,0.256,0.034,0.336,0.003,0.256,0.067,0.005,0.223,0.268,0.243,0.668,0.306,0.098,0.356,0.26,0.012,0.023,0.433,0.003,0.039,0.297,0.093,0.101,0.026,0.111,0.13,0.237,0.241,0.497,0.006,0.128,1.0,0.042,0.028,0.01,0.613,0.0,0.01
84,0.0,0.119,0.002,0.003,0.004,0.008,0.02,0.0,0.005,0.071,0.001,0.004,0.188,0.001,0.002,0.0,0.001,0.195,0.011,0.141,0.202,0.0,0.002,0.003,0.003,0.071,0.014,0.195,0.031,0.004,0.041,0.181,0.006,0.133,0.025,0.293,0.003,0.186,0.002,0.007,0.006,0.003,0.034,0.341,0.004,0.003,0.065,0.0,0.009,0.002,0.039,0.049,0.31,0.0,0.031,0.0,0.067,0.001,0.0,0.253,0.133,0.278,0.005,0.0,0.594,0.172,0.002,0.003,0.0,0.02,0.003,0.002,0.012,0.07,0.004,0.0,0.002,0.003,0.003,0.11,0.005,0.0,0.006,0.042,1.0,0.0,0.0,0.004,0.003,0.002
85,0.096,0.026,0.737,0.439,0.11,0.091,0.049,0.688,0.449,0.012,0.013,0.365,0.047,0.414,0.033,0.446,0.002,0.067,0.114,0.099,0.054,0.079,0.653,0.082,0.347,0.018,0.309,0.032,0.487,0.346,0.021,0.04,0.105,0.006,0.025,0.049,0.084,0.002,0.682,0.167,0.059,0.489,0.017,0.006,0.074,0.636,0.028,0.117,0.419,0.072,0.052,0.167,0.016,0.633,0.017,0.724,0.013,0.667,0.729,0.031,0.022,0.029,0.106,0.367,0.007,0.017,0.103,0.131,0.594,0.041,0.451,0.039,0.119,0.026,0.667,0.583,0.336,0.433,0.117,0.042,0.044,0.623,0.257,0.028,0.0,1.0,0.009,0.094,0.454,0.083
86,0.127,0.0,0.003,0.002,0.03,0.008,0.001,0.0,0.001,0.0,0.017,0.023,0.0,0.008,0.016,0.0,0.0,0.0,0.011,0.001,0.0,0.128,0.012,0.0,0.026,0.0,0.001,0.0,0.103,0.042,0.012,0.0,0.011,0.0,0.0,0.0,0.018,0.0,0.022,0.069,0.002,0.001,0.083,0.0,0.092,0.011,0.0,0.001,0.0,0.006,0.011,0.246,0.0,0.018,0.0,0.0,0.001,0.011,0.004,0.0,0.0,0.0,0.016,0.054,0.0,0.0,0.017,0.019,0.0,0.005,0.001,0.022,0.058,0.0,0.007,0.0,0.025,0.005,0.003,0.001,0.034,0.001,0.0,0.01,0.0,0.009,1.0,0.033,0.0,0.0
87,0.395,0.012,0.041,0.04,1.0,0.663,0.592,0.046,0.059,0.065,0.222,0.256,0.248,0.508,0.11,0.0,0.046,0.067,0.642,0.096,0.237,0.371,0.065,0.004,0.24,0.014,0.044,0.074,0.319,0.385,0.277,0.084,0.501,0.007,0.111,0.089,0.52,0.076,0.057,0.359,0.441,0.067,0.304,0.002,0.589,0.246,0.053,0.26,0.0,0.412,0.52,0.2,0.093,0.132,0.101,0.081,0.052,0.296,0.059,0.066,0.085,0.068,0.49,0.391,0.032,0.129,0.519,0.174,0.125,0.538,0.011,0.118,0.523,0.01,0.239,0.13,0.249,0.322,0.519,0.149,0.517,0.036,0.262,0.613,0.004,0.094,0.033,1.0,0.011,0.002
88,0.009,0.0,0.384,0.242,0.014,0.027,0.019,0.573,0.093,0.0,0.001,0.062,0.0,0.125,0.0,0.714,0.0,0.002,0.034,0.001,0.002,0.005,0.274,0.033,0.096,0.001,0.164,0.0,0.123,0.123,0.0,0.0,0.009,0.0,0.0,0.0,0.011,0.0,0.281,0.037,0.01,0.13,0.0,0.0,0.01,0.183,0.001,0.029,0.285,0.03,0.002,0.032,0.0,0.364,0.0,0.374,0.0,0.178,0.231,0.0,0.0,0.0,0.01,0.143,0.0,0.0,0.018,0.023,0.294,0.005,0.447,0.0,0.016,0.0,0.194,0.28,0.075,0.122,0.029,0.0,0.004,0.369,0.047,0.0,0.003,0.454,0.0,0.011,1.0,0.034
89,0.0,0.091,0.026,0.001,0.004,0.007,0.001,0.046,0.001,0.065,0.007,0.0,0.008,0.004,0.002,0.007,0.0,0.026,0.002,0.181,0.004,0.0,0.019,1.0,0.003,0.212,0.002,0.005,0.022,0.027,0.044,0.005,0.011,0.033,0.067,0.001,0.009,0.035,0.019,0.0,0.002,0.0,0.006,0.019,0.008,0.013,0.049,0.0,0.004,0.0,0.0,0.001,0.0,0.042,0.084,0.029,0.059,0.013,0.039,0.041,0.018,0.096,0.01,0.028,0.004,0.009,0.0,0.009,0.024,0.0,0.009,0.001,0.022,0.227,0.003,0.033,0.001,0.004,0.002,0.012,0.004,0.01,0.014,0.01,0.002,0.083,0.0,0.002,0.034,1.0
